-0.27|-0.08|10.12|-12.73|-62.55|-102.35|-0.02|0.18|0.01|100.84|24.80|40.13
-0.31|-0.04|10.51|-13.00|-62.45|-102.14|-0.02|0.17|0.01|100.84|24.80|40.63
-0.20|-0.04|10.47|-13.18|-62.73|-102.35|-0.02|0.17|0.01|100.84|24.80|40.13
-0.24|0.12|10.20|-13.18|-62.82|-102.45|-0.03|0.15|0.01|100.84|24.80|40.04
-0.16|-0.12|10.59|-13.09|-62.64|-102.24|-0.03|0.17|0.01|100.84|24.80|40.79
-0.24|-0.08|10.04|-13.09|-62.64|-102.35|-0.02|0.18|0.01|100.84|24.80|40.21
-0.24|0.04|10.36|-13.18|-62.55|-102.35|-0.02|0.18|0.01|100.84|24.80|40.13
-0.27|0.08|10.32|-13.00|-62.73|-102.35|-0.03|0.18|0.01|100.85|24.80|39.87
-0.27|0.04|10.47|-13.09|-62.82|-102.35|-0.02|0.19|0.01|100.84|24.80|40.71
-0.27|0.00|10.32|-13.09|-62.91|-102.35|-0.02|0.19|0.01|100.84|24.80|40.54
-0.20|0.04|10.59|-13.00|-62.45|-102.55|-0.02|0.17|0.01|100.85|24.80|39.96
-0.27|0.04|10.32|-13.09|-62.91|-102.35|-0.02|0.17|0.01|100.84|24.80|40.63
-0.20|-0.08|10.08|-13.00|-62.55|-102.24|-0.02|0.17|0.01|100.84|24.80|40.13
-0.27|-0.04|10.28|-13.00|-62.55|-102.45|-0.02|0.18|0.01|100.85|24.80|39.79
-0.27|0.00|10.40|-13.09|-62.73|-102.45|-0.02|0.18|0.01|100.84|24.80|40.13
-0.16|-0.08|10.36|-12.82|-62.55|-102.65|-0.02|0.17|0.01|100.84|24.80|40.54
-0.27|-0.04|10.32|-13.00|-62.91|-102.65|-0.03|0.17|0.01|100.84|24.80|40.13
-0.16|0.00|10.12|-13.09|-62.73|-102.24|-0.02|0.18|0.01|100.84|24.80|40.04
-0.27|-0.08|10.32|-13.18|-62.73|-102.24|-0.02|0.18|0.00|100.85|24.80|39.87
-0.16|-0.12|10.08|-13.00|-62.73|-102.45|-0.02|0.18|0.01|100.84|24.80|40.63
-0.27|-0.12|10.16|-12.82|-62.73|-102.45|-0.02|0.18|0.01|100.84|24.80|40.13
-0.27|0.00|10.32|-13.18|-62.55|-102.45|-0.03|0.17|0.01|100.84|24.80|40.04
-0.20|-0.04|10.47|-13.18|-62.64|-102.24|-0.03|0.17|0.01|100.84|24.80|40.13
-0.12|-0.04|10.32|-13.00|-62.73|-102.55|-0.02|0.17|0.01|100.84|24.80|40.63
-0.20|-0.04|10.16|-13.00|-62.45|-102.35|-0.02|0.18|0.01|100.84|24.80|40.21
-0.27|-0.04|10.43|-13.09|-62.73|-102.45|-0.03|0.17|0.01|100.84|24.80|40.54
-0.27|-0.08|10.20|-13.27|-62.82|-102.45|-0.02|0.17|0.01|100.83|24.80|40.88
-0.27|-0.04|10.36|-12.82|-62.73|-102.45|-0.02|0.18|0.01|100.84|24.80|40.63
-0.27|0.00|10.36|-13.18|-62.64|-102.55|-0.02|0.17|0.01|100.85|24.80|39.96
-0.27|-0.12|10.32|-13.00|-62.82|-102.24|-0.02|0.17|0.01|100.85|24.80|39.96
-0.24|0.04|10.36|-13.00|-62.55|-102.55|-0.02|0.15|0.01|100.84|24.80|40.04
-0.24|-0.04|10.32|-12.91|-62.64|-102.45|-0.03|0.17|0.01|100.84|24.80|40.71
-0.35|0.00|10.40|-13.09|-62.64|-102.35|-0.02|0.18|0.01|100.84|24.80|40.13
-0.27|-0.12|10.16|-13.09|-62.91|-102.35|-0.03|0.17|0.01|100.84|24.80|40.21
-0.27|-0.08|10.28|-13.09|-62.64|-102.55|-0.02|0.18|0.01|100.84|24.80|40.13
-0.27|-0.04|10.28|-13.18|-62.55|-102.04|-0.02|0.18|0.01|100.84|24.80|40.21
-2.31|2.47|10.36|-11.55|-62.18|-102.86|-0.09|0.24|-0.25|100.84|24.80|40.13
0.82|-1.57|9.38|-10.27|-61.45|-103.37|0.03|0.22|0.00|100.83|24.80|41.05
-0.24|0.39|9.38|-10.27|-61.64|-103.16|-0.02|0.17|0.02|100.84|24.80|40.71
-0.31|0.16|10.00|-10.18|-61.45|-102.96|-0.04|0.18|-0.02|100.85|24.80|39.96
-0.31|0.00|10.12|-9.00|-62.09|-102.35|0.66|0.43|-0.27|100.84|24.80|40.13
-0.24|1.14|10.51|-8.45|-63.55|-100.71|0.43|-0.11|-0.85|100.84|24.80|40.04
-0.04|1.45|10.43|-7.09|-64.45|-98.67|0.31|0.19|-0.75|100.84|24.80|40.54
-1.06|3.06|10.59|-5.91|-64.36|-96.43|0.79|0.36|0.20|100.84|24.80|40.63
0.63|1.33|9.77|-4.91|-66.00|-93.27|0.61|0.07|0.54|100.84|24.80|40.21
-0.47|2.20|9.77|-6.00|-67.82|-89.90|0.34|-0.04|0.88|100.84|24.80|40.13
0.16|1.77|9.92|-8.45|-68.82|-89.08|1.22|0.19|-0.31|100.84|24.80|40.13
-0.90|4.75|9.61|-6.45|-76.36|-80.31|2.18|0.31|-0.09|100.84|24.80|40.79
-0.35|5.33|8.59|-5.00|-79.55|-75.10|2.50|0.56|-0.28|100.83|24.80|41.05
-1.29|6.67|7.77|-4.91|-83.64|-66.63|0.91|0.38|0.15|100.84|24.80|40.54
-0.90|7.88|7.06|-4.27|-85.45|-61.22|1.46|0.48|0.07|100.84|24.80|40.79
-1.02|8.28|6.79|-3.91|-86.45|-57.24|1.41|0.51|-0.04|100.83|24.80|40.88
-1.49|8.51|5.61|-3.91|-87.18|-52.24|1.25|0.53|-0.07|100.83|24.80|41.05
-0.98|9.02|5.53|-3.55|-87.36|-48.37|0.77|0.52|-0.01|100.83|24.80|40.96
-1.18|8.94|5.10|-3.00|-86.55|-45.10|0.31|0.10|0.01|100.84|24.80|40.79
-1.06|9.14|4.98|-3.09|-85.73|-40.31|0.81|0.13|0.26|100.84|24.80|40.13
-1.22|9.34|4.31|-3.27|-85.36|-37.86|0.84|0.15|-0.11|100.84|24.80|40.04
-0.94|9.73|3.37|-3.27|-84.36|-34.59|0.51|0.14|0.16|100.84|24.80|40.21
-0.82|9.85|3.14|-3.73|-83.73|-32.65|0.39|0.31|0.16|100.84|24.80|40.21
-1.29|9.57|2.82|-4.45|-83.09|-31.43|2.61|0.49|0.10|100.84|24.80|40.13
-1.10|10.28|1.77|-5.91|-80.91|-24.29|1.18|0.42|0.27|100.84|24.80|40.54
-0.71|10.16|1.18|-7.55|-79.36|-20.20|-0.31|0.00|0.01|100.84|24.80|40.13
-1.10|10.20|1.14|-7.45|-79.09|-20.31|0.16|0.28|0.02|100.84|24.80|40.13
-0.71|10.12|1.37|-7.27|-78.91|-20.41|0.01|0.21|-0.02|100.84|24.80|40.13
-0.67|9.77|0.47|-7.73|-78.36|-19.90|1.04|0.38|0.21|100.84|24.80|40.13
-0.24|10.87|0.55|-8.55|-77.73|-18.88|-3.44|0.43|0.10|100.84|24.80|40.21
-0.82|10.04|3.57|-8.18|-81.55|-30.51|-0.78|0.14|-0.11|100.84|24.80|40.13
-0.82|9.14|4.12|-8.64|-82.36|-34.18|-0.32|-0.33|-0.05|100.84|24.80|40.13
-0.47|9.96|3.26|-8.09|-82.27|-35.82|-0.02|-0.05|0.18|100.84|24.80|40.63
-0.59|10.00|3.10|-8.73|-82.36|-35.31|0.10|0.22|-0.02|100.84|24.80|40.21
-0.82|9.73|3.49|-10.00|-82.18|-34.59|0.11|0.38|0.29|100.84|24.80|40.54
-0.35|9.61|2.71|-10.00|-81.45|-31.33|0.49|0.31|0.13|100.83|24.80|40.88
0.20|9.73|2.35|-11.82|-81.09|-29.80|0.54|0.67|0.55|100.83|24.80|41.05
-0.78|9.85|2.71|-13.73|-80.09|-28.06|0.27|0.94|-0.02|100.83|24.80|41.13
0.35|10.20|1.96|-13.91|-79.91|-27.35|0.26|1.04|0.21|100.83|24.80|41.13
-0.39|10.51|1.77|-16.27|-80.09|-28.27|-0.04|0.62|0.09|100.83|24.80|40.96
-0.75|10.20|1.88|-17.18|-80.00|-28.37|-0.04|0.57|-0.62|100.84|24.80|40.13
-0.82|10.08|2.00|-17.64|-79.36|-27.55|0.96|1.64|0.65|100.84|24.80|40.79
-1.10|10.00|1.41|-19.55|-78.82|-27.24|-0.14|1.34|0.05|100.83|24.80|40.88
-0.90|10.00|1.65|-21.00|-79.27|-28.78|0.12|0.96|0.40|100.84|24.80|40.71
-0.35|10.12|1.69|-22.82|-78.82|-28.98|0.06|0.86|-0.06|100.83|24.80|41.13
-0.86|10.08|1.37|-23.82|-79.09|-29.39|-0.16|1.83|0.31|100.83|24.80|40.88
-0.08|10.08|2.04|-25.82|-78.73|-30.92|-0.04|0.93|-0.17|100.83|24.80|40.96
-0.86|10.04|1.26|-27.00|-79.00|-31.94|0.17|0.99|-0.01|100.83|24.80|40.96
-0.90|9.81|0.90|-27.09|-79.45|-33.06|-0.48|0.84|-0.48|100.84|24.80|40.71
-1.45|10.20|1.14|-26.64|-79.36|-34.49|-0.00|0.83|0.16|100.84|24.80|40.79
-1.14|10.04|1.96|-27.27|-79.82|-36.33|0.22|0.83|-0.08|100.83|24.80|41.13
-1.49|10.20|1.41|-27.18|-80.27|-36.53|-0.20|-0.03|0.00|100.83|24.80|41.21
-0.59|9.81|1.22|-26.36|-80.09|-36.12|-0.14|-1.28|0.13|100.83|24.80|41.05
-0.59|10.08|2.16|-25.91|-80.55|-35.41|0.04|-1.35|0.43|100.83|24.80|40.88
-1.49|10.71|1.49|-26.00|-79.91|-33.57|-0.52|-1.85|-0.03|100.83|24.80|40.88
-0.24|9.53|1.57|-24.55|-79.82|-32.35|-0.30|-1.35|-0.21|100.83|24.80|41.05
-0.47|10.20|2.04|-21.82|-80.45|-31.73|-0.91|-1.39|-0.75|100.83|24.90|41.05
-0.55|9.57|2.79|-18.27|-81.36|-32.76|-0.07|-0.33|0.03|100.84|24.80|40.71
-0.90|9.41|3.69|-16.91|-81.45|-32.24|0.13|-0.73|0.11|100.84|24.80|40.21
-0.78|9.92|2.82|-15.55|-81.09|-30.20|0.43|-1.28|-0.09|100.84|24.80|40.71
-0.27|10.20|2.59|-11.82|-80.73|-29.18|-0.10|-1.90|-0.22|100.83|24.80|41.46
-0.04|9.77|2.75|-8.36|-80.55|-28.47|0.08|-1.45|-0.51|100.84|24.80|40.79
-0.24|9.45|2.59|-4.91|-80.09|-28.27|0.29|-0.84|0.12|100.83|24.80|41.55
-0.31|9.69|1.84|-3.73|-79.45|-28.06|0.25|-0.76|0.13|100.84|24.80|40.13
0.35|9.81|1.92|-2.73|-79.55|-27.24|0.41|-0.98|-0.24|100.84|24.80|40.71
-0.12|10.20|1.49|-0.64|-79.00|-26.22|0.40|-1.47|-0.00|100.83|24.80|40.96
-0.27|9.81|1.18|1.00|-78.91|-26.33|0.07|-1.08|-0.31|100.84|24.80|40.54
0.20|10.36|1.02|3.55|-79.27|-27.35|-0.26|-0.93|-0.21|100.83|24.80|40.96
-0.43|10.63|1.92|5.64|-79.55|-29.29|-0.20|-0.48|-0.26|100.84|24.90|40.21
0.12|10.43|1.80|7.45|-79.55|-30.61|-0.01|-0.78|-0.09|100.84|24.80|40.54
-0.94|9.57|1.57|9.36|-79.64|-31.43|-0.15|-1.50|-0.82|100.83|24.90|41.05
-1.37|10.71|1.96|13.00|-78.82|-33.67|-0.40|-1.82|0.21|100.83|24.80|41.05
-0.67|9.69|1.73|16.73|-78.91|-41.73|-0.14|-1.38|-0.73|100.82|24.80|42.38
-0.39|9.81|1.18|20.36|-78.18|-44.39|0.10|0.61|-0.12|100.84|24.90|40.79
-1.37|10.12|1.92|19.27|-78.45|-41.33|0.57|1.53|0.72|100.84|24.90|40.71
0.20|10.36|0.78|17.64|-78.55|-38.27|0.80|0.87|0.01|100.84|24.90|40.54
-1.33|9.96|0.78|16.82|-78.18|-32.96|0.98|1.11|-0.01|100.84|24.90|40.54
-1.65|10.55|0.35|15.91|-77.36|-28.57|1.04|0.77|0.00|100.83|24.90|41.05
-0.35|11.14|-2.20|15.18|-76.27|-24.29|0.63|0.32|0.00|100.84|24.90|40.79
-0.78|10.04|-1.33|14.27|-73.09|-17.45|1.12|0.57|-0.10|100.83|24.90|41.46
-0.27|9.18|-2.08|13.82|-70.73|-14.59|1.52|0.35|0.26|100.83|24.90|41.13
-0.20|9.96|-4.63|13.09|-68.09|-10.71|1.47|0.09|0.13|100.83|24.90|41.21
0.67|8.75|-3.69|12.55|-64.36|-6.73|0.84|0.14|-0.18|100.83|24.90|41.13
0.16|7.37|-4.55|13.09|-62.27|-4.69|1.59|-0.05|-0.18|100.83|24.90|40.88
-1.37|8.08|-5.45|13.64|-59.18|-2.55|1.46|-0.16|-0.27|100.83|24.90|41.21
-0.24|7.49|-7.18|14.55|-56.00|-0.51|1.28|0.23|0.20|100.83|24.90|41.30
0.08|6.86|-8.43|13.27|-48.91|4.39|1.31|0.03|0.12|100.83|24.90|40.96
1.02|4.75|-7.96|12.18|-45.00|6.73|0.92|0.73|-0.04|100.84|24.90|40.63
-1.26|4.20|-7.61|11.36|-42.18|7.24|1.62|0.34|-0.10|100.83|24.90|41.21
-0.20|2.94|-7.92|9.91|-37.73|8.16|1.46|0.50|-0.17|100.84|24.90|40.54
1.37|4.16|-11.49|8.91|-35.27|8.67|-0.70|0.69|0.12|100.83|24.90|41.38
0.31|2.08|-7.53|7.91|-36.00|9.29|-0.38|0.38|-0.01|100.83|24.90|40.96
0.51|3.14|-8.67|7.55|-37.36|9.59|-0.47|0.28|-0.19|100.84|24.90|40.79
0.78|3.69|-8.39|7.18|-39.00|8.98|-1.59|0.60|-0.08|100.83|24.90|41.38
0.78|5.14|-7.49|6.00|-44.00|6.73|-2.30|0.23|-0.62|100.84|24.90|40.79
-0.43|4.82|-4.71|6.73|-49.45|3.78|-2.62|1.18|0.46|100.84|24.90|40.79
1.14|8.83|-6.12|4.18|-61.82|-2.24|-1.64|0.36|0.30|100.83|24.90|41.30
1.22|8.75|-4.51|3.64|-66.55|-6.43|-1.91|0.30|0.09|100.84|24.90|40.63
0.39|9.96|-3.45|1.91|-70.36|-9.69|-1.65|0.95|-0.02|100.83|24.90|40.88
1.22|9.92|-2.31|1.18|-72.73|-13.47|-1.55|0.15|-0.28|100.84|24.90|40.21
0.55|9.38|-0.35|1.45|-74.91|-17.65|-1.37|0.80|0.06|100.83|24.90|41.13
1.92|10.63|-0.98|0.45|-76.91|-21.53|-1.67|0.90|0.18|100.83|24.90|41.05
0.43|10.47|1.96|-0.45|-79.00|-25.92|-1.49|0.45|-0.49|100.84|24.90|40.79
0.98|10.83|1.88|-0.18|-80.36|-30.20|-1.17|0.77|0.79|100.83|24.90|41.21
1.80|9.65|2.28|-2.18|-82.27|-39.49|-1.56|0.54|-0.25|100.83|24.90|41.13
0.43|9.77|3.65|-4.09|-83.09|-42.96|-0.93|1.30|0.40|100.83|24.90|41.13
2.04|9.45|4.98|-4.82|-83.18|-44.49|-0.90|0.52|0.07|100.84|24.90|40.13
0.55|8.59|4.75|-6.00|-83.55|-47.04|-0.68|0.44|0.55|100.83|24.90|40.88
-0.04|8.59|6.32|-8.18|-83.45|-47.96|-0.53|0.32|0.23|100.83|24.90|40.88
1.92|9.73|5.96|-8.82|-84.45|-50.00|-0.81|0.62|-0.23|100.84|24.90|40.63
0.75|9.18|5.53|-8.45|-85.09|-52.86|-0.86|0.72|-0.05|100.84|24.90|40.71
0.27|8.32|7.57|-8.00|-85.18|-55.92|-0.61|1.25|0.66|100.84|24.90|40.71
0.51|8.24|6.90|-8.55|-85.36|-60.00|-0.66|0.47|0.11|100.83|24.90|40.88
0.16|7.14|7.26|-9.82|-85.55|-61.63|-0.13|0.45|0.48|100.83|24.90|40.96
0.55|7.49|7.22|-9.09|-85.82|-63.16|-0.51|0.33|-0.06|100.84|24.90|40.63
0.75|6.59|8.75|-8.00|-85.73|-66.02|-0.82|0.16|-0.08|100.84|24.90|40.79
0.08|6.75|7.81|-8.00|-85.09|-67.96|-0.68|0.32|0.20|100.83|24.90|40.88
0.12|5.49|8.47|-8.18|-83.91|-70.71|-0.98|-0.04|0.24|100.83|24.90|40.88
0.08|5.02|8.83|-9.09|-82.82|-73.78|-0.79|0.31|-0.05|100.83|24.90|41.05
-0.39|5.02|9.41|-8.64|-81.73|-76.12|-1.08|0.23|-0.09|100.84|24.90|40.71
-0.16|3.92|9.89|-8.36|-77.91|-83.06|-1.09|0.18|0.07|100.83|24.90|41.38
-0.27|3.65|9.45|-8.00|-75.73|-85.82|-1.00|0.10|-0.23|100.84|24.90|40.63
-0.16|1.69|10.55|-8.18|-73.64|-88.88|-1.81|0.11|0.07|100.84|24.90|40.54
-0.16|1.61|10.24|-8.18|-71.00|-91.63|-0.77|0.16|-0.16|100.84|24.90|40.71
-0.39|1.22|9.92|-7.45|-69.18|-93.27|-0.53|0.19|-0.03|100.83|24.90|41.30
2.71|5.26|4.28|-7.00|-67.45|-94.90|1.33|0.00|-0.29|100.84|24.90|40.79
0.08|0.82|9.49|-6.64|-63.00|-98.67|-0.04|0.15|0.00|100.83|24.90|40.88
-0.24|0.04|10.43|-6.73|-62.91|-99.08|-0.03|0.15|0.01|100.84|24.90|40.63
-0.27|0.00|10.20|-6.73|-62.73|-98.78|-0.03|0.15|0.01|100.84|24.90|40.79
-0.27|0.04|10.24|-6.73|-62.73|-98.78|-0.03|0.15|0.01|100.83|24.90|41.13
-0.27|0.00|10.28|-6.64|-62.73|-99.08|-0.03|0.16|0.01|100.83|24.90|40.96
-0.27|0.00|10.40|-6.36|-62.91|-99.29|-0.03|0.15|0.01|100.84|24.90|40.79
-0.24|0.00|10.47|-6.55|-62.91|-98.67|-0.03|0.15|0.00|100.83|24.90|41.13
-0.24|0.00|10.40|-6.82|-62.91|-99.08|-0.03|0.15|0.01|100.83|24.90|41.21
-0.27|0.00|10.32|-6.45|-62.91|-98.88|-0.03|0.15|0.00|100.83|24.90|41.05
-0.39|0.00|10.51|-6.73|-62.73|-98.98|-0.03|0.13|0.01|100.83|24.90|40.88
-0.20|0.04|10.20|-6.45|-62.64|-99.08|-0.03|0.15|0.01|100.83|24.90|41.55
-0.86|-0.35|11.18|-6.73|-62.73|-98.57|0.14|0.13|-0.00|100.83|24.90|41.13
-0.51|-0.16|10.67|-6.45|-62.82|-98.88|-0.06|0.15|0.01|100.83|24.90|40.96
-0.35|0.12|10.08|-6.55|-62.91|-98.98|-0.02|0.14|0.00|100.83|24.90|41.21
-0.59|-0.12|10.43|-6.82|-62.91|-99.29|-0.05|0.16|0.08|100.83|24.90|41.13
-0.59|0.94|10.47|-7.91|-61.73|-98.98|-0.06|0.08|0.54|100.83|24.90|41.13
-0.82|0.39|10.43|-11.36|-61.73|-98.47|0.19|0.03|0.94|100.84|24.90|40.79
-0.39|0.24|10.40|-15.00|-59.82|-97.35|-0.19|0.62|2.03|100.82|24.90|41.71
0.08|-0.16|10.87|-19.00|-55.91|-98.27|-0.39|0.11|1.38|100.83|24.90|41.21
-1.22|2.31|10.83|-22.36|-52.45|-97.86|0.23|-0.59|4.55|100.83|24.90|41.30
-1.26|0.27|9.85|-31.00|-47.73|-96.43|0.06|0.26|2.77|100.83|24.90|41.30
-0.71|-0.75|9.10|-36.45|-35.82|-96.53|-0.50|0.62|3.03|100.83|24.90|40.96
-0.86|-0.39|10.79|-34.45|-29.36|-98.47|-1.55|0.65|3.08|100.83|24.90|41.30
0.08|-2.00|10.08|-32.36|-21.36|-99.69|0.03|0.63|-0.33|100.83|24.90|41.46
-1.02|-2.43|9.38|-29.18|-19.45|-100.51|-0.47|0.29|2.32|100.83|24.90|41.05
-2.08|-0.90|9.85|-27.27|-14.36|-101.12|-0.32|0.34|1.83|100.83|24.90|41.21
-1.88|-2.08|10.00|-25.73|-11.27|-100.82|0.15|-0.03|-1.37|100.83|24.90|41.05
-0.86|-2.55|10.08|-29.73|-12.91|-99.69|-0.29|-0.69|-2.12|100.83|24.90|41.30
-1.22|-2.16|9.53|-35.64|-18.18|-97.65|0.04|-0.37|-2.40|100.83|24.90|40.88
-0.04|-2.28|10.08|-38.09|-23.36|-96.53|0.55|-0.01|-4.34|100.83|25.00|41.21
0.20|-0.78|9.92|-38.00|-32.91|-96.22|-0.29|-0.18|-1.90|100.83|24.90|40.96
2.28|-1.92|9.85|-38.09|-36.82|-95.71|-0.03|0.09|-1.48|100.83|25.00|41.13
1.33|-0.78|10.16|-32.09|-44.09|-96.63|0.39|1.18|-1.70|100.84|25.00|40.79
0.90|-1.37|10.24|-28.18|-47.27|-97.65|-0.51|-0.21|-2.45|100.84|25.00|40.54
0.71|-1.26|10.36|-24.55|-49.73|-97.55|0.94|1.13|-3.15|100.84|25.00|40.54
0.59|0.71|10.75|-14.64|-55.73|-97.04|0.21|-0.63|-2.08|100.83|25.00|41.13
-0.59|0.43|9.85|-11.91|-57.36|-96.43|0.30|-0.03|-2.35|100.84|25.00|40.71
1.49|0.35|10.83|-8.55|-58.73|-95.61|0.33|-0.03|-2.13|100.83|25.00|40.88
0.90|1.26|10.87|-1.73|-59.91|-93.47|0.15|0.24|-0.99|100.84|25.00|40.79
0.82|0.67|9.73|1.82|-58.55|-93.78|-0.41|0.36|-1.32|100.84|25.00|40.71
-0.08|0.94|9.85|4.36|-55.73|-94.90|-0.37|0.64|-1.37|100.83|25.00|40.96
-0.04|1.02|10.20|8.27|-53.00|-95.10|-0.23|0.54|-1.59|100.84|25.00|40.13
0.27|2.04|10.79|11.36|-51.09|-95.61|0.65|-0.19|0.73|100.84|25.00|40.71
-0.67|1.88|10.32|9.55|-53.64|-94.90|0.24|-0.19|1.48|100.83|25.00|40.88
0.67|1.57|10.08|5.45|-56.00|-93.98|-0.29|0.18|3.03|100.84|25.00|40.54
1.06|1.73|10.59|-0.45|-58.00|-93.67|-0.55|0.03|2.62|100.83|25.00|40.96
0.90|0.31|10.08|-16.00|-56.27|-94.49|0.31|0.48|3.19|100.84|25.00|40.63
0.82|0.71|10.83|-19.64|-54.45|-94.59|-0.44|0.16|2.21|100.83|25.00|40.96
0.94|0.31|10.36|-22.64|-52.55|-94.59|-0.46|-0.04|0.93|100.84|25.00|40.54
-1.26|-1.37|9.30|-25.09|-49.82|-95.00|-0.26|-0.09|1.42|100.84|25.00|40.79
4.39|-0.55|11.26|-29.27|-47.00|-94.80|-1.58|-1.15|-0.35|100.83|25.00|41.30
1.77|-1.14|9.45|-34.09|-43.18|-94.08|0.37|-0.14|0.64|100.84|25.00|40.63
0.67|-1.33|11.34|-40.00|-42.82|-89.39|-0.17|-1.40|-0.55|100.83|25.00|41.21
4.90|-1.49|8.00|-46.73|-44.73|-82.04|-0.30|-5.00|-1.38|100.84|25.00|40.71
7.96|-0.55|6.51|-55.82|-46.45|-67.45|-0.94|-2.67|-1.33|100.84|25.00|40.54
7.65|-0.39|4.75|-57.00|-48.73|-62.24|-0.27|1.24|-0.04|100.83|25.00|40.88
4.90|-2.04|9.22|-54.82|-48.45|-67.86|0.21|5.00|0.17|100.84|25.00|40.79
3.14|-0.24|10.51|-43.36|-48.82|-81.12|1.08|4.01|-0.14|100.84|25.00|40.71
-1.14|0.63|11.18|-17.18|-55.82|-90.71|0.54|3.98|-0.70|100.84|25.00|40.63
-1.33|1.33|9.30|-6.64|-58.91|-90.61|0.98|2.26|-0.61|100.83|25.00|40.96
-3.77|0.55|8.32|0.73|-60.45|-89.80|0.30|3.93|-0.34|100.84|25.00|40.21
-6.04|1.49|10.28|12.73|-62.64|-87.65|-0.26|2.00|-0.32|100.83|25.00|40.88
-4.79|1.22|10.12|18.73|-61.45|-87.96|-1.24|-0.70|0.86|100.83|25.00|40.96
-4.79|1.37|8.90|14.64|-58.73|-91.22|-1.94|-4.99|0.67|100.84|25.00|40.54
-2.12|-0.12|10.94|-17.36|-51.36|-96.63|-0.81|-3.25|0.04|100.83|25.00|40.96
3.37|0.08|10.55|-33.82|-47.64|-92.14|-1.09|-4.24|-0.13|100.83|25.00|40.88
6.28|-1.02|9.65|-44.09|-47.09|-84.80|-0.74|-2.63|-1.22|100.83|25.00|41.13
7.81|-1.65|7.30|-50.55|-46.27|-77.45|0.33|-1.51|-1.01|100.83|25.00|40.96
7.22|1.26|7.61|-51.27|-48.64|-72.14|-1.03|-1.65|0.14|100.83|25.00|40.88
4.90|-1.77|4.39|-52.55|-45.91|-68.47|-0.38|1.49|-0.25|100.84|25.00|40.71
7.73|-0.43|7.41|-46.27|-44.73|-77.65|0.57|2.54|0.89|100.83|25.00|41.38
4.71|-0.75|8.08|-37.82|-47.09|-84.90|1.07|4.41|-1.13|100.83|25.00|40.96
1.41|0.20|9.61|-26.36|-50.91|-89.59|0.40|2.66|-0.23|100.83|25.00|40.96
1.29|-1.26|10.32|-17.55|-54.27|-91.73|-0.35|1.37|0.17|100.84|25.00|40.04
-0.04|0.39|10.43|-16.45|-53.73|-94.08|-0.60|1.14|0.32|100.84|25.00|40.79
0.08|-0.67|11.57|-13.64|-52.64|-96.53|-1.48|-0.50|0.16|100.83|25.00|41.05
